	NCIH596Sskp140h1_h0	NCIH596Sskp140h2_h0	NCIH596S3skp143hHGF1_h3	NCIH596S3skp143hHGF2_h3	NCIH596S6skp146hHGF1_h6	NCIH596S6skp146hHGF2_h6	NCIH596S12skp1412hHGF1_h12	NCIH596S12skp1412hHGF2_h12
ATP12A:ENSG00000075673	0	1	0	2	1	0	0	0
WDR62:ENSG00000075702	474	728	219	363	268	527	873	333
DLG1:ENSG00000075711	3421	4598	3607	4941	3863	6922	4893	2585
RAB7A:ENSG00000075785	3840	4791	3869	5362	4812	8142	5279	3833
BCAP29:ENSG00000075790	564	693	399	609	651	1113	1168	667
SEC31B:ENSG00000075826	136	177	47	110	49	64	160	43
SART3:ENSG00000075856	693	932	607	960	715	1242	961	478
ARHGAP15:ENSG00000075884	0	0	1	0	0	0	0	0
TUBA3D:ENSG00000075886	0	0	0	0	0	0	0	0
PAX2:ENSG00000075891	0	1	0	0	1	1	1	0
EXOSC7:ENSG00000075914	289	367	203	274	266	474	359	242
KIFAP3:ENSG00000075945	634	878	468	688	507	888	631	448
MKRN2:ENSG00000075975	302	424	284	388	318	516	425	234
MCM6:ENSG00000076003	1460	1971	1228	1689	1344	2443	2155	1268
REXO2:ENSG00000076043	578	705	424	631	461	791	539	359
RBM7:ENSG00000076053	450	590	386	498	436	637	392	282
RBMS2:ENSG00000076067	543	783	426	666	448	800	868	355
BAZ2A:ENSG00000076108	2071	2694	1414	2275	1514	2612	3332	1312
PTPN23:ENSG00000076201	716	1031	595	913	695	1338	1256	483
MLH1:ENSG00000076242	498	670	376	506	373	640	518	333
UNG:ENSG00000076248	530	694	345	524	359	596	358	247
FMO4:ENSG00000076258	98	135	93	162	79	179	102	50
KLHL20:ENSG00000076321	302	431	253	378	316	528	428	228
RGS11:ENSG00000076344	6	9	2	2	4	7	11	3
SLC46A1:ENSG00000076351	845	1094	619	951	765	1492	1409	638
PLXNA2:ENSG00000076356	3153	4306	4350	6083	4868	9647	7367	2867
SPAG5:ENSG00000076382	1322	1821	607	1063	657	1086	1106	585
ANKRD13A:ENSG00000076513	661	878	763	1025	920	1644	1194	692
TPD52:ENSG00000076554	655	741	518	635	491	868	666	480
ACACB:ENSG00000076555	173	222	46	87	32	68	101	41
TRAF4:ENSG00000076604	1297	1779	1665	2408	1397	2645	1839	975
PAG1:ENSG00000076641	501	721	565	812	641	1327	1496	749
GPATCH1:ENSG00000076650	194	235	146	202	146	287	228	132
ICAM3:ENSG00000076662	103	147	83	120	96	162	101	92
NT5C2:ENSG00000076685	1423	1704	1012	1305	932	1709	1222	790
MCAM:ENSG00000076706	721	846	374	582	357	662	478	303
GPC4:ENSG00000076716	27	48	16	32	19	32	15	10
MBNL3:ENSG00000076770	909	1185	639	848	592	1213	1104	478
CAMSAP3:ENSG00000076826	312	408	139	189	160	292	387	186
RAP1GAP:ENSG00000076864	141	189	105	160	83	142	135	78
XAB2:ENSG00000076924	943	1218	642	1019	810	1476	979	663
ARHGEF1:ENSG00000076928	1053	1490	796	1261	1232	2262	2209	1152
STXBP2:ENSG00000076944	1187	1527	825	1320	998	1743	1525	742
MAP2K7:ENSG00000076984	679	828	445	613	528	901	946	372
NMRK2:ENSG00000077009	0	0	0	0	0	0	0	0
DGKD:ENSG00000077044	1241	1770	1600	2268	1397	2312	2267	860
CTTNBP2:ENSG00000077063	0	0	0	0	0	0	0	0
ACTL6B:ENSG00000077080	0	0	0	0	0	0	0	0
RARB:ENSG00000077092	6	10	5	5	8	8	5	8
TOP2B:ENSG00000077097	1336	1915	991	1510	1019	1798	1714	842
TM9SF3:ENSG00000077147	2622	3502	2400	3356	2993	5786	4093	2465
NFKB2:ENSG00000077150	681	879	769	1100	670	1400	763	421
UBE2T:ENSG00000077152	474	592	282	414	325	526	381	278
PPP1R12B:ENSG00000077157	621	837	282	430	285	467	794	283
DNAJC10:ENSG00000077232	1843	2348	1469	2127	1901	3682	3204	1809
GTF3C1:ENSG00000077235	2679	3709	1895	2722	2208	4286	4228	1949
IL4R:ENSG00000077238	2702	3590	2562	3672	3559	6872	4787	2544
USP33:ENSG00000077254	1358	1687	974	1248	886	1534	1181	756
PAK3:ENSG00000077264	0	1	0	0	0	0	0	0
CAPN6:ENSG00000077274	1	1	0	0	0	0	0	0
DCX:ENSG00000077279	0	0	0	0	0	0	0	0
SNRPA:ENSG00000077312	717	924	425	650	529	808	760	479
SPAG6:ENSG00000077327	1	4	1	0	0	1	1	0
EXOSC5:ENSG00000077348	289	318	199	286	271	441	209	211
DYNC1I2:ENSG00000077380	1692	2139	1318	1904	1540	2483	2145	1323
APBB1IP:ENSG00000077420	0	0	0	0	0	0	1	0
LRCH4:ENSG00000077454	446	696	265	461	255	379	536	190
FAM76B:ENSG00000077458	298	371	118	158	149	248	250	139
SIRT6:ENSG00000077463	279	373	228	322	317	552	428	243
TYR:ENSG00000077498	0	0	0	0	0	0	0	0
POLD3:ENSG00000077514	441	606	278	372	296	535	544	307
ACTN2:ENSG00000077522	0	2	0	0	0	2	0	0
CAPZB:ENSG00000077549	1878	2507	1762	2504	1956	3636	2223	1721
GPR137B:ENSG00000077585	136	163	123	123	101	202	107	83
NAALAD2:ENSG00000077616	0	0	0	0	0	0	0	0
JADE1:ENSG00000077684	504	685	191	284	273	465	553	278
SLC25A43:ENSG00000077713	324	407	240	384	355	657	543	307
UBE2A:ENSG00000077721	1947	2494	1628	2403	1838	3112	2134	1494
FGFR1:ENSG00000077782	940	1323	1052	1662	1335	2711	1853	1024
FKBP6:ENSG00000077800	0	0	0	0	0	0	0	0
SMC1B:ENSG00000077935	12	6	4	4	4	8	1	6
FBLN1:ENSG00000077942	1962	2633	1315	1735	1132	2694	1393	936
ITGA8:ENSG00000077943	0	0	0	0	0	0	1	0
CST7:ENSG00000077984	0	0	0	0	0	0	0	0
MAP2:ENSG00000078018	85	91	64	84	33	97	54	28
PIAS2:ENSG00000078043	124	179	107	138	99	186	210	106
AMPH:ENSG00000078053	0	0	0	0	0	0	0	0
ARAF:ENSG00000078061	1020	1346	755	1199	928	1603	1075	745
MCCC1:ENSG00000078070	1051	1238	709	1004	660	1043	587	360
LAMP3:ENSG00000078081	1453	1494	920	956	707	1860	731	512
FAP:ENSG00000078098	12	19	8	9	3	6	6	1
NEBL:ENSG00000078114	120	155	77	131	48	131	87	42
ACER3:ENSG00000078124	875	1315	912	1362	1250	2016	1444	813
UBE2K:ENSG00000078140	1236	1542	1177	1634	1247	2162	1728	1030
PIK3C3:ENSG00000078142	529	619	371	464	348	642	515	298
N4BP2:ENSG00000078177	297	373	264	441	287	540	454	219
TIGAR:ENSG00000078237	138	227	235	333	282	523	270	185
TULP3:ENSG00000078246	344	468	182	272	178	284	383	214
SYNJ2:ENSG00000078269	512	664	1101	1620	786	1582	1273	577
ADCY2:ENSG00000078295	0	0	0	0	0	0	0	0
PPP2R5C:ENSG00000078304	1827	2382	1281	1762	1373	2314	1754	1287
PMS2P1:ENSG00000078319	47	68	55	59	45	71	47	32
RBFOX1:ENSG00000078328	0	0	0	0	0	0	0	0
GNB1:ENSG00000078369	4574	6367	4284	6101	5042	8950	6921	4434
HOXA9:ENSG00000078399	6	19	3	9	10	16	50	12
EDN1:ENSG00000078401	344	538	362	380	200	439	111	90
MLLT10:ENSG00000078403	426	544	234	331	288	461	565	248
ZCWPW1:ENSG00000078487	49	56	34	32	22	42	22	11
ADCYAP1R1:ENSG00000078549	0	0	0	0	0	0	2	0
FGF20:ENSG00000078579	0	0	0	0	0	0	0	0
P2RY10:ENSG00000078589	0	0	0	0	0	0	0	0
ITM2A:ENSG00000078596	0	0	0	0	0	0	0	0
NRDC:ENSG00000078618	3253	4388	2501	3692	2934	5025	4116	2402
VDAC3:ENSG00000078668	799	941	576	918	679	1125	701	478
PCM1:ENSG00000078674	1321	1794	933	1376	909	1651	1590	718
TNRC6C:ENSG00000078687	191	243	129	188	164	316	374	134
CBFA2T2:ENSG00000078699	1301	1589	561	874	593	1007	1219	504
BRINP1:ENSG00000078725	1	0	0	0	0	1	0	0
ITCH:ENSG00000078747	2157	2764	2613	3732	2944	5066	3610	2154
PKD2L2:ENSG00000078795	0	1	0	0	1	0	0	0
TP53INP2:ENSG00000078804	913	1171	1414	1761	892	1681	764	390
SDF4:ENSG00000078808	2886	3526	1855	2869	2087	4256	2724	1824
MYH7B:ENSG00000078814	9	12	3	1	1	4	7	2
BPIFB2:ENSG00000078898	0	0	0	0	0	0	0	0
TP73:ENSG00000078900	1912	2669	244	467	250	376	1037	461
TOLLIP:ENSG00000078902	735	1034	1078	1453	1066	1917	973	704
UBE2D4:ENSG00000078967	233	371	194	324	173	270	204	131
CLUL1:ENSG00000079101	1	4	0	0	3	2	0	0
RUNX1T1:ENSG00000079102	0	0	0	0	0	0	0	0
CDH17:ENSG00000079112	0	0	0	0	0	0	0	0
THOC1:ENSG00000079134	416	534	274	444	338	597	525	304
FKBP7:ENSG00000079150	26	46	28	33	19	45	21	22
OSBPL6:ENSG00000079156	402	513	373	592	442	849	661	345
SLC1A3:ENSG00000079215	7778	9510	3688	4958	2226	4563	3034	1988
XRCC5:ENSG00000079246	3330	4736	3090	4446	3947	6649	4486	3157
LXN:ENSG00000079257	46	64	32	42	17	39	18	8
SP140:ENSG00000079263	4	11	1	3	0	4	3	2
MKNK1:ENSG00000079277	695	947	502	723	486	910	888	457
TNS1:ENSG00000079308	610	752	304	501	164	326	397	157
REXO1:ENSG00000079313	639	911	676	960	788	1473	1178	601
SAR1A:ENSG00000079332	1687	2280	1745	2430	1813	3707	2238	1539
CDC14A:ENSG00000079335	38	47	25	35	29	34	30	22
RAPGEF3:ENSG00000079337	904	1271	1153	1923	1573	2654	2150	855
CEACAM1:ENSG00000079385	181	207	368	526	499	1146	491	296
SENP1:ENSG00000079387	440	623	351	508	402	707	500	315
DUSP13:ENSG00000079393	0	0	0	0	0	1	2	0
CIC:ENSG00000079432	2701	3482	1465	2213	1550	2557	3923	1521
LIPE:ENSG00000079435	137	167	71	100	86	160	71	68
FDFT1:ENSG00000079459	3589	4345	2580	4094	2777	4449	3149	2246
PAFAH1B3:ENSG00000079462	380	497	311	422	286	510	246	274
OPHN1:ENSG00000079482	380	480	204	339	265	449	580	235
AFM:ENSG00000079557	0	0	0	0	0	0	1	0
KIF22:ENSG00000079616	1479	1843	735	1278	845	1461	1095	685
SCGN:ENSG00000079689	0	1	0	0	0	1	0	0
CARMIL1:ENSG00000079691	1189	1410	1065	1417	664	1187	895	433
PGM1:ENSG00000079739	1052	1367	805	1287	837	1518	1152	802
DDX1:ENSG00000079785	1278	1685	1090	1484	1293	2277	1859	1166
DNM2:ENSG00000079805	2924	3671	1926	3041	2077	3366	3455	1616
EPB41L2:ENSG00000079819	714	968	547	806	703	1248	1356	633
RIMS1:ENSG00000079841	4	2	5	2	1	6	7	1
MOXD1:ENSG00000079931	47	82	31	48	41	70	51	30
STX7:ENSG00000079950	293	339	165	238	157	275	274	164
RABL2B:ENSG00000079974	146	241	119	232	158	290	206	118
KEAP1:ENSG00000079999	1445	1839	934	1345	992	1586	1031	762
DDX43:ENSG00000080007	0	0	0	0	0	0	0	0
PTPRH:ENSG00000080031	130	154	144	208	107	199	126	66
DCT:ENSG00000080166	0	0	0	0	0	0	0	0
SLC35C2:ENSG00000080189	1536	2131	1171	1737	1305	2345	1542	950
CRYBG3:ENSG00000080200	1836	2481	1130	1738	1047	2120	2463	944
EPHA6:ENSG00000080224	39	46	29	49	22	30	13	11
SCTR:ENSG00000080293	0	0	0	0	0	0	0	0
RFX3:ENSG00000080298	89	112	28	43	43	96	94	36
RIF1:ENSG00000080345	3151	4246	2746	3760	2789	5027	4999	2111
RAB21:ENSG00000080371	621	795	577	870	582	1134	803	427
SLC4A4:ENSG00000080493	26	45	26	24	25	66	31	22
SMARCA2:ENSG00000080503	1300	1619	719	1090	623	1048	1423	577
RDH8:ENSG00000080511	0	0	0	0	0	0	0	0
SESN1:ENSG00000080546	104	121	37	89	48	100	88	66
MID2:ENSG00000080561	180	253	240	295	242	445	334	193
PIH1D3:ENSG00000080572	0	0	0	0	0	0	0	0
COL5A3:ENSG00000080573	66	75	35	60	35	89	123	57
SRCAP:ENSG00000080603	2375	3270	1781	2700	2110	3572	4914	1496
PUM3:ENSG00000080608	469	710	922	1277	1304	2326	1319	702
CPB2:ENSG00000080618	0	0	0	0	0	0	0	0
CHRNA3:ENSG00000080644	0	0	0	0	0	0	0	0
KCNN2:ENSG00000080709	1	0	0	0	0	0	0	1
CNOT4:ENSG00000080802	287	385	274	383	263	489	345	199
PSEN1:ENSG00000080815	1326	1658	1140	1579	1140	2252	1432	890
CPOX:ENSG00000080819	477	631	323	460	377	650	712	371
CLDND1:ENSG00000080822	1441	1830	1278	1715	1206	2433	1303	893
MOK:ENSG00000080823	377	515	330	534	457	764	575	273
HSP90AA1:ENSG00000080824	19609	26854	20279	29108	25347	42813	30640	19318
RBL1:ENSG00000080839	841	1121	407	597	538	880	1123	550
DLGAP4:ENSG00000080845	2295	3263	2685	3803	3225	5703	5497	2429
IGSF9B:ENSG00000080854	4	10	2	5	3	6	5	1
CFHR2:ENSG00000080910	0	0	0	0	0	0	0	0
CROCCP3:ENSG00000080947	57	76	35	46	29	52	134	25
NDC80:ENSG00000080986	856	1107	238	398	261	484	417	290
AP4E1:ENSG00000081014	677	815	420	599	364	697	800	378
RSBN1:ENSG00000081019	137	176	129	219	182	326	210	129
MAGI3:ENSG00000081026	431	499	276	419	302	559	709	335
CXCL2:ENSG00000081041	129	230	194	251	118	226	72	65
AFP:ENSG00000081051	1	2	3	1	0	1	2	0
COL4A4:ENSG00000081052	142	156	88	121	73	139	120	43
TCF7:ENSG00000081059	239	352	260	382	321	508	426	222
OSTM1:ENSG00000081087	348	423	384	512	546	1016	606	434
CDH7:ENSG00000081138	1	0	0	1	2	1	2	0
IMPG2:ENSG00000081148	6	8	2	3	5	9	20	7
PCNP:ENSG00000081154	1237	1696	1012	1437	1215	2039	1579	973
EXD2:ENSG00000081177	289	348	147	200	116	228	212	143
ARG2:ENSG00000081181	294	354	286	377	346	784	517	431
MEF2C:ENSG00000081189	86	143	35	36	23	27	45	23
PTPRC:ENSG00000081237	0	1	2	0	0	0	0	0
CACNA1S:ENSG00000081248	0	3	1	2	0	0	0	0
PKP1:ENSG00000081277	399	539	323	438	294	629	487	221
UBA5:ENSG00000081307	887	1242	849	1210	1083	1985	2002	966
STK17B:ENSG00000081320	778	985	434	622	459	726	686	508
CDC14B:ENSG00000081377	469	594	356	470	300	535	559	258
ZNF510:ENSG00000081386	258	256	133	203	171	269	275	134
LRP2:ENSG00000081479	68	107	37	66	27	97	42	25
ZNF506:ENSG00000081665	87	138	74	106	83	150	109	58
JMJD4:ENSG00000081692	434	620	631	777	757	1424	579	445
DUSP12:ENSG00000081721	285	358	270	307	314	497	495	236
AACS:ENSG00000081760	526	665	411	652	496	848	820	354
DELE1:ENSG00000081791	1102	1572	782	1142	876	1511	1277	629
SLC13A1:ENSG00000081800	0	0	0	0	0	0	0	0
CADPS2:ENSG00000081803	24	31	17	25	16	26	24	11
PCDHB4:ENSG00000081818	2	2	4	0	0	2	2	4
PCDHA6:ENSG00000081842	0	1	0	0	0	0	0	0
PCDHGA2:ENSG00000081853	24	15	8	7	5	23	8	6
HSPB11:ENSG00000081870	451	685	405	591	466	820	566	401
PHLPP1:ENSG00000081913	172	229	91	130	144	207	247	118
ATP8B1:ENSG00000081923	667	868	767	1109	850	1526	945	477
IL12RB2:ENSG00000081985	0	1	3	1	0	4	1	1
SMARCD3:ENSG00000082014	103	127	44	102	56	90	57	34
WDR70:ENSG00000082068	682	838	393	632	465	858	657	425
FYB1:ENSG00000082074	470	429	256	342	185	338	159	101
MPP4:ENSG00000082126	2	0	0	1	0	0	2	1
STRADB:ENSG00000082146	346	421	299	425	267	506	370	237
BZW1:ENSG00000082153	4806	6743	8235	11282	10576	18599	11033	7313
PGR:ENSG00000082175	0	0	0	0	0	0	0	0
C1QTNF3:ENSG00000082196	74	109	16	27	21	46	109	28
ME2:ENSG00000082212	275	353	241	346	294	489	326	226
C5orf22:ENSG00000082213	1245	1597	1205	1660	1456	2444	1475	925
CCNT2:ENSG00000082258	834	1019	571	792	698	1173	1100	495
FAM135A:ENSG00000082269	222	292	192	253	167	310	229	150
COL19A1:ENSG00000082293	0	0	1	1	0	0	0	0
EPB41L3:ENSG00000082397	0	0	0	1	0	5	0	2
COBLL1:ENSG00000082438	2765	3613	2099	2774	1914	3554	2827	1226
DLG3:ENSG00000082458	606	837	373	584	350	691	776	461
KCNK2:ENSG00000082482	47	65	26	48	39	65	58	39
SERTAD4:ENSG00000082497	186	246	91	121	72	146	216	100
TRAF5:ENSG00000082512	40	66	54	96	54	101	136	45
MRPL22:ENSG00000082515	507	629	450	613	496	802	518	393
GEMIN5:ENSG00000082516	584	760	1034	1400	1088	1955	1044	549
OPRK1:ENSG00000082556	10	10	3	3	2	2	8	0
NFE2L1:ENSG00000082641	5925	6955	3385	5087	3082	5977	4113	2451
SEMA5B:ENSG00000082684	4	2	0	5	0	4	2	1
GSK3B:ENSG00000082701	2159	2889	3104	4246	2814	5143	3799	1881
ITGB5:ENSG00000082781	1321	1823	1063	1603	1446	2586	2146	1200
ERC1:ENSG00000082805	1193	1586	843	1227	760	1289	1598	700
XPO1:ENSG00000082898	4802	6321	2301	3229	2520	4175	5683	2893
RNF13:ENSG00000082996	827	1000	615	809	641	1115	786	557
TRPM3:ENSG00000083067	1	0	0	0	0	0	0	1
PALB2:ENSG00000083093	520	668	504	604	528	906	724	378
DOP1A:ENSG00000083097	436	631	233	345	229	424	504	238
LYRM2:ENSG00000083099	426	621	355	452	346	624	364	256
BCKDHB:ENSG00000083123	167	275	102	181	120	181	143	98
KAT6A:ENSG00000083168	634	877	587	815	552	982	1053	412
TUT7:ENSG00000083223	585	721	626	992	642	1137	822	405
ULK2:ENSG00000083290	207	276	130	188	109	198	232	96
GRHL2:ENSG00000083307	24	32	3	5	11	10	10	6
TNPO1:ENSG00000083312	3365	4494	3912	5670	4365	7413	5575	3056
PLOD1:ENSG00000083444	3207	3816	1754	2601	1978	3799	2573	1666
P2RX5:ENSG00000083454	30	33	34	56	57	101	74	39
ITGAE:ENSG00000083457	126	175	111	178	125	230	136	112
DIS3:ENSG00000083520	764	1006	913	1451	963	1807	1388	756
PIBF1:ENSG00000083535	162	220	128	182	155	233	196	108
TDRD3:ENSG00000083544	132	184	93	131	82	157	165	67
NUFIP1:ENSG00000083635	133	128	160	239	201	321	152	93
PDS5B:ENSG00000083642	674	969	489	648	537	983	868	511
OXCT1:ENSG00000083720	1160	1630	862	1237	1014	1808	1741	910
RRAGB:ENSG00000083750	257	308	172	254	185	306	207	118
EPYC:ENSG00000083782	0	0	0	0	0	0	0	0
CYLD:ENSG00000083799	787	942	507	752	507	881	817	428
SLC27A5:ENSG00000083807	38	41	21	47	31	59	30	23
ZNF324:ENSG00000083812	287	419	382	568	338	554	433	247
ZNF671:ENSG00000083814	0	0	0	0	0	0	0	0
ZNF416:ENSG00000083817	97	127	130	197	122	234	97	97
ZNF586:ENSG00000083828	90	125	108	131	94	157	131	67
ZNF446:ENSG00000083838	313	381	142	201	163	308	279	126
ZNF264:ENSG00000083844	444	625	447	709	476	852	715	308
RPS5:ENSG00000083845	6230	7872	5235	7624	6067	10651	4613	5114
FAT1:ENSG00000083857	36535	49654	40385	54816	38183	71709	66108	22945
YTHDC1:ENSG00000083896	1547	1907	961	1374	1113	1823	1868	1012
CHMP2B:ENSG00000083937	477	586	489	650	546	885	543	411
SMAP2:ENSG00000084070	331	457	446	664	558	923	697	443
PPIE:ENSG00000084072	612	793	465	664	578	931	597	486
ZMPSTE24:ENSG00000084073	1534	1966	1355	1985	1954	3688	2508	1651
STARD7:ENSG00000084090	1886	2547	1739	2384	1917	3444	2245	1511
NOA1:ENSG00000084092	441	600	327	486	326	541	345	250
REST:ENSG00000084093	766	998	925	1321	704	1272	1208	606
HAL:ENSG00000084110	0	0	0	2	1	1	2	0
SSH1:ENSG00000084112	1056	1553	1516	1999	1414	2637	2117	867
GSTP1:ENSG00000084207	710	934	605	942	694	1125	488	498
APLP2:ENSG00000084234	21731	27308	16306	23366	18807	36346	25223	15018
FAM234B:ENSG00000084444	55	68	47	86	73	111	90	44
SLCO1A2:ENSG00000084453	0	0	0	0	0	0	0	0
WBP11:ENSG00000084463	809	1083	658	898	753	1261	964	624
EIF3I:ENSG00000084623	2031	2766	1703	2732	2205	3943	2173	1840
NKAIN1:ENSG00000084628	13	4	4	6	4	11	3	2
COL16A1:ENSG00000084636	238	407	154	263	158	291	351	122
TXLNA:ENSG00000084652	2435	3162	1722	2597	2039	3632	3359	1566
APOB:ENSG00000084674	0	0	1	0	0	1	0	0
NCOA1:ENSG00000084676	545	697	398	567	409	777	664	354
AGBL5:ENSG00000084693	416	520	272	404	245	454	274	179
EFR3B:ENSG00000084710	16	26	12	19	22	47	46	23
KIF3C:ENSG00000084731	193	257	112	178	76	115	203	104
RAB10:ENSG00000084733	2247	2865	2147	3026	2472	4473	2698	1854
GCKR:ENSG00000084734	0	0	0	0	0	1	1	0
HADHA:ENSG00000084754	3188	4255	2405	3499	2382	4163	2621	1900
MAPRE3:ENSG00000084764	270	348	228	318	207	351	257	119
CAD:ENSG00000084774	1584	2163	1060	1687	1789	3119	3759	1560
CD59:ENSG00000085063	5241	6839	5639	7747	7227	15597	8501	6550
CD82:ENSG00000085117	1051	1285	663	932	638	1426	652	501
BCORL1:ENSG00000085185	118	176	93	136	50	110	218	88
ATRX:ENSG00000085224	2552	3382	1538	2380	1622	2815	3782	1451
AK6:ENSG00000085231	253	315	245	373	342	544	453	222
FCN1:ENSG00000085265	0	0	0	0	0	0	0	0
MYNN:ENSG00000085274	483	610	366	553	406	735	467	264
MECOM:ENSG00000085276	404	539	314	490	438	794	599	298
SCAMP1:ENSG00000085365	932	1061	647	893	592	1146	708	471
PREP:ENSG00000085377	809	1131	1005	1474	1144	2023	1103	621
HACE1:ENSG00000085382	106	144	80	105	71	140	122	67
SEH1L:ENSG00000085415	820	1154	1361	1711	1575	2728	1161	854
WDR47:ENSG00000085433	262	335	188	349	189	355	263	162
WDFY1:ENSG00000085449	711	923	576	832	654	1086	844	412
OVGP1:ENSG00000085465	13	20	6	20	18	24	31	11
SLC25A24:ENSG00000085491	556	744	654	938	761	1212	914	580
MAP3K4:ENSG00000085511	384	536	316	461	354	667	628	289
PILRA:ENSG00000085514	9	4	4	5	1	4	5	1
IGSF9:ENSG00000085552	627	893	231	420	199	394	410	180
ABCB1:ENSG00000085563	0	0	0	4	2	3	3	3
ZNF213:ENSG00000085644	403	442	249	322	284	486	381	203
AKR1B1:ENSG00000085662	2295	2941	1699	2957	2006	2848	1830	1301
CPNE3:ENSG00000085719	1469	1960	1195	1739	1341	2391	1687	1078
RRN3:ENSG00000085721	1114	1425	1338	1998	1516	2687	1552	968
CTTN:ENSG00000085733	3196	4423	2840	4372	3500	6242	6291	2684
WNT11:ENSG00000085741	3	2	4	0	2	3	2	0
MTIF2:ENSG00000085760	577	750	378	615	487	858	741	367
DDHD2:ENSG00000085788	658	906	533	784	597	990	941	558
TTC39A:ENSG00000085831	22	30	14	16	13	22	21	9
EPS15:ENSG00000085832	473	681	509	682	535	874	735	416
ORC1:ENSG00000085840	192	276	81	134	108	199	310	170
MGST2:ENSG00000085871	474	648	304	477	331	596	224	193
CHERP:ENSG00000085872	814	1177	876	1392	1151	1982	1461	693
ATG16L1:ENSG00000085978	526	718	661	1011	678	1195	941	518
USP40:ENSG00000085982	1063	1331	647	847	516	846	594	361
POMGNT1:ENSG00000085998	1289	1728	1044	1529	1473	2759	1625	1220
RAD54L:ENSG00000085999	184	246	75	133	94	173	293	80
MAST2:ENSG00000086015	714	1082	508	780	686	1198	1392	633
DNAJA1:ENSG00000086061	3250	3950	3707	5767	4036	6938	4103	2646
B4GALT1:ENSG00000086062	3297	4126	2751	3460	2486	4992	3117	1880
CHMP5:ENSG00000086065	1190	1363	944	1298	911	1679	959	674
NFX1:ENSG00000086102	906	1195	662	943	665	1238	1009	468
AQP6:ENSG00000086159	2	10	3	2	1	3	1	2
DIMT1:ENSG00000086189	270	392	434	558	565	1023	454	347
IPO11:ENSG00000086200	714	994	656	883	655	1238	744	478
FOLH1:ENSG00000086205	0	0	0	0	0	0	0	0
EIF2AK1:ENSG00000086232	6179	7892	4600	6107	4552	8070	5652	3734
NME8:ENSG00000086288	0	0	0	0	0	0	0	0
EPDR1:ENSG00000086289	0	0	1	0	0	0	0	0
SNX10:ENSG00000086300	185	222	147	218	139	248	294	179
SEPHS1:ENSG00000086475	859	1132	545	808	684	1205	874	613
MRPL28:ENSG00000086504	1631	2068	1211	1777	1564	2551	1390	1325
HBQ1:ENSG00000086506	0	0	0	0	0	0	0	0
ITPKC:ENSG00000086544	612	737	455	608	316	639	493	291
CEACAM6:ENSG00000086548	171	225	91	155	126	248	94	74
FAT2:ENSG00000086570	26123	33169	11887	17236	6704	11791	17313	5768
RBM22:ENSG00000086589	748	1026	636	997	823	1477	900	540
TMED2:ENSG00000086598	2211	2803	1887	2744	2212	4306	2889	2109
ERO1B:ENSG00000086619	183	222	144	249	158	241	157	79
ZFAND6:ENSG00000086666	875	1076	649	969	594	956	895	571
HSD17B2:ENSG00000086696	152	201	98	141	114	330	79	67
TXLNG:ENSG00000086712	467	685	576	840	573	1099	730	402
PPEF1:ENSG00000086717	1	4	1	0	1	1	2	1
LAT2:ENSG00000086730	9	6	14	18	18	29	29	16
HUWE1:ENSG00000086758	8822	12090	5755	8496	5886	10848	13476	4424
ZW10:ENSG00000086827	467	632	331	476	364	652	541	347
ALG9:ENSG00000086848	315	454	184	271	233	421	332	210
MYBPC2:ENSG00000086967	0	0	0	0	0	0	0	0
NOX4:ENSG00000086991	0	0	0	0	0	0	0	0
ACOX3:ENSG00000087008	232	260	179	211	149	313	220	110
MTMR2:ENSG00000087053	666	862	649	948	839	1251	820	525
PPP1R15A:ENSG00000087074	2449	2909	2119	2879	2405	4584	1604	1069
HSD17B14:ENSG00000087076	5	5	3	5	0	2	1	1
TRIP6:ENSG00000087077	1448	1947	1416	2174	1487	2466	1605	1031
ACHE:ENSG00000087085	211	291	129	215	129	352	183	93
FTL:ENSG00000087086	16033	18898	15443	22757	15669	23166	9648	9603
SRRT:ENSG00000087087	1368	1904	975	1618	1295	2220	2446	1084
BAX:ENSG00000087088	509	636	377	551	499	898	623	440
NLK:ENSG00000087095	211	261	381	549	426	778	485	237
PIGS:ENSG00000087111	1500	1847	944	1444	1104	2278	1369	848
ADAMTS2:ENSG00000087116	1	2	1	0	1	0	0	0
TMPRSS11E:ENSG00000087128	0	0	2	0	1	2	3	1
ATXN7L3:ENSG00000087152	639	812	541	757	611	1111	840	495
PGS1:ENSG00000087157	302	438	273	446	385	628	671	286
PSMC5:ENSG00000087191	1805	2493	1450	2140	1726	3130	2158	1451
UIMC1:ENSG00000087206	455	556	368	496	464	778	653	324
CETP:ENSG00000087237	0	0	0	0	0	0	0	0
MMP2:ENSG00000087245	0	0	0	1	0	1	0	1
MT3:ENSG00000087250	0	0	0	0	0	1	0	0
LPCAT2:ENSG00000087253	453	531	269	423	322	612	398	244
GNAO1:ENSG00000087258	34	50	13	20	13	25	20	16
OGFOD1:ENSG00000087263	685	853	716	1001	907	1570	1117	663
SH3BP2:ENSG00000087266	2721	3561	1163	1886	794	1308	2934	863
NOP14:ENSG00000087269	659	876	864	1206	1095	1944	1288	779
ADD1:ENSG00000087274	2620	3624	1925	2927	2101	3571	3353	1748
L2HGDH:ENSG00000087299	329	429	184	292	232	405	346	232
TXNDC16:ENSG00000087301	245	281	169	194	119	285	177	110
