	EBC1SAMP0h1_h0	EBC1SAMP0h2_h0	EBC1S3AMP3hHGF1_h3	EBC1S3AMP3hHGF2_h3	EBC1S6AMP6hHGF1_h6	EBC1S6AMP6hHGF2_h6	EBC1S12AMP12hHGF1_h12	EBC1S12AMP12hHGF2_h12
GLRA2:ENSG00000101958	0	0	0	0	0	0	0	0
XIAP:ENSG00000101966	2290	2270	1927	2390	2728	2390	2308	3804
STAG2:ENSG00000101972	3562	3328	2658	3393	4474	3924	3900	6282
ATP11C:ENSG00000101974	337	372	292	314	381	338	244	394
MCF2:ENSG00000101977	1	2	0	4	5	3	2	5
F9:ENSG00000101981	0	0	0	0	0	0	0	0
ABCD1:ENSG00000101986	178	196	163	246	280	268	215	375
CCDC22:ENSG00000101997	215	245	141	209	289	264	224	410
CACNA1F:ENSG00000102001	4	8	0	4	4	5	6	1
SYP:ENSG00000102003	11	10	12	13	18	15	15	32
PLP2:ENSG00000102007	761	647	527	740	592	553	416	683
BMX:ENSG00000102010	0	0	0	0	0	0	0	0
LUZP4:ENSG00000102021	0	0	0	0	0	0	0	0
PLS3:ENSG00000102024	5896	5652	4518	5723	6490	5944	5421	8878
NAA10:ENSG00000102030	1763	1759	1364	1825	1980	1664	1889	3401
RENBP:ENSG00000102032	0	0	0	0	0	0	0	0
ELF4:ENSG00000102034	1393	1392	1185	1655	1543	1303	1208	1965
SMARCA1:ENSG00000102038	279	252	214	250	255	279	144	226
MTMR8:ENSG00000102043	0	0	0	0	0	0	0	0
ASB9:ENSG00000102048	8	20	16	16	6	11	4	13
ZC3H12B:ENSG00000102053	0	0	0	0	0	0	0	0
RBBP7:ENSG00000102054	958	900	821	1101	1042	951	949	1742
PPP1R2C:ENSG00000102055	0	0	0	0	0	0	0	0
KCND1:ENSG00000102057	167	187	122	122	315	228	213	385
OPN1LW:ENSG00000102076	0	0	0	0	0	0	0	0
SLC25A14:ENSG00000102078	95	99	69	91	101	81	72	129
FMR1:ENSG00000102081	959	986	769	936	1130	952	895	1483
PIM2:ENSG00000102096	152	125	227	339	367	288	333	521
SCML2:ENSG00000102098	50	37	32	38	35	37	36	35
SLC35A2:ENSG00000102100	574	654	525	711	953	887	846	1401
PQBP1:ENSG00000102103	836	793	581	898	979	840	980	1552
RS1:ENSG00000102104	0	0	0	0	0	0	0	0
PCSK1N:ENSG00000102109	65	56	56	52	63	61	78	113
EMD:ENSG00000102119	1658	1542	1406	1798	1819	1517	1436	2578
TAZ:ENSG00000102125	431	473	299	422	442	354	342	640
RAB40AL:ENSG00000102128	1	5	0	2	4	3	3	4
PGK1:ENSG00000102144	6511	6675	5424	7094	8380	7327	8477	14255
GATA1:ENSG00000102145	0	0	0	0	0	0	0	0
MAGT1:ENSG00000102158	2285	2281	1921	2642	3327	3002	2935	4609
SMS:ENSG00000102172	653	570	588	749	723	549	572	1167
PHEX:ENSG00000102174	2	1	0	1	1	0	0	3
UBL4A:ENSG00000102178	442	471	301	405	335	341	384	583
CD99L2:ENSG00000102181	220	226	130	194	193	132	107	179
EEA1:ENSG00000102189	1408	1376	1279	1525	2741	2324	2363	3861
GPR50:ENSG00000102195	0	2	1	7	11	8	16	22
RP2:ENSG00000102218	309	326	289	384	543	503	472	789
JADE3:ENSG00000102221	299	289	211	257	325	257	273	464
CDK16:ENSG00000102225	705	795	544	745	830	732	710	1164
USP11:ENSG00000102226	825	827	722	1085	1456	1271	1540	2504
PCYT1B:ENSG00000102230	69	83	52	66	60	53	46	74
BRS3:ENSG00000102239	0	0	1	0	2	1	1	0
HTATSF1:ENSG00000102241	895	764	665	876	913	805	743	1405
VGLL1:ENSG00000102243	1	3	0	0	0	0	0	0
CD40LG:ENSG00000102245	0	0	0	0	0	0	0	0
TIMP1:ENSG00000102265	423	514	454	579	865	711	972	1575
KLHL4:ENSG00000102271	1270	1282	769	1035	1368	1182	1245	2087
GABRE:ENSG00000102287	483	424	367	450	1058	919	611	1380
PCDH11X:ENSG00000102290	0	0	0	0	0	0	0	0
FGD1:ENSG00000102302	6	1	3	8	4	5	4	4
PIN4:ENSG00000102309	113	86	87	114	126	119	114	198
PORCN:ENSG00000102312	266	241	182	279	354	271	241	463
ITIH6:ENSG00000102313	0	0	0	0	0	0	0	0
MAGED2:ENSG00000102316	387	361	337	351	352	306	216	319
RBM3:ENSG00000102317	2300	2036	1940	2477	2409	2255	2367	4019
KLF8:ENSG00000102349	1	0	0	0	0	0	1	0
SRPX2:ENSG00000102359	113	103	105	116	137	98	58	128
SYTL4:ENSG00000102362	16	19	6	17	7	6	4	3
ZDHHC15:ENSG00000102383	0	0	0	0	0	0	0	0
CENPI:ENSG00000102384	44	47	50	44	54	33	27	45
DRP2:ENSG00000102385	5	7	7	7	8	12	7	11
TAF7L:ENSG00000102387	4	2	0	4	5	7	5	15
PBDC1:ENSG00000102390	523	522	492	591	825	636	753	1294
GLA:ENSG00000102393	533	509	450	625	817	773	752	1410
ARMCX3:ENSG00000102401	540	549	496	617	732	625	515	885
BEX4:ENSG00000102409	7	14	12	17	15	19	13	27
RUBCNL:ENSG00000102445	0	0	0	0	0	0	0	0
NALCN:ENSG00000102452	141	147	109	152	136	101	128	199
FGF14:ENSG00000102466	4	4	3	4	2	10	19	17
HTR2A:ENSG00000102468	0	0	0	0	0	0	0	0
NDFIP2:ENSG00000102471	498	470	488	630	865	811	842	1297
TNFSF13B:ENSG00000102524	7	3	1	3	3	4	4	6
FNDC3A:ENSG00000102531	1178	1121	950	1131	1544	1302	1338	2025
MLNR:ENSG00000102539	0	0	0	0	0	0	1	0
CDADC1:ENSG00000102543	47	33	28	29	48	41	35	81
CAB39L:ENSG00000102547	19	16	22	20	22	13	16	29
KLF5:ENSG00000102554	685	718	958	1307	1709	1593	1501	2472
STK24:ENSG00000102572	2541	2440	2663	3346	3607	2971	2998	5340
ACP5:ENSG00000102575	0	0	0	0	0	0	0	0
DNAJC3:ENSG00000102580	1291	1432	1291	1501	2037	1992	1705	2916
UGGT2:ENSG00000102595	410	423	410	488	739	608	653	1047
ARHGEF7:ENSG00000102606	648	671	428	574	697	552	501	875
FGF9:ENSG00000102678	0	0	2	0	1	2	1	3
SGCG:ENSG00000102683	0	0	0	0	0	0	0	0
PARP4:ENSG00000102699	2009	2020	1640	2089	2648	2305	2163	3663
SUPT20H:ENSG00000102710	1085	1144	866	1113	1451	1212	1149	2039
MRPS31:ENSG00000102738	274	256	256	296	382	317	377	533
SLC25A15:ENSG00000102743	15	19	13	23	16	15	16	26
KPNA3:ENSG00000102753	488	417	240	305	392	368	348	607
FLT1:ENSG00000102755	0	0	0	0	0	0	0	0
RGCC:ENSG00000102760	153	111	84	116	78	95	81	117
VWA8:ENSG00000102763	160	175	151	187	136	131	97	158
DGKH:ENSG00000102780	631	633	377	489	600	556	461	723
KATNAL1:ENSG00000102781	169	150	68	94	70	79	95	117
INTS6:ENSG00000102786	1131	993	1203	1533	2188	1838	1667	2765
ACOD1:ENSG00000102794	0	0	0	0	0	0	0	0
DHRS12:ENSG00000102796	28	35	30	33	41	34	18	40
MEDAG:ENSG00000102802	0	0	0	0	0	0	0	1
TSC22D1:ENSG00000102804	11914	10878	21732	28744	36042	28777	21903	39699
CLN5:ENSG00000102805	198	201	160	160	241	210	189	371
OLFM4:ENSG00000102837	0	0	0	0	0	0	0	0
MSLN:ENSG00000102854	0	0	0	0	1	0	1	0
MGRN1:ENSG00000102858	1002	1057	781	1035	1153	1063	906	1639
ZNF629:ENSG00000102870	832	941	461	683	929	829	772	1286
TRADD:ENSG00000102871	389	390	232	290	298	221	184	372
HSF4:ENSG00000102878	211	204	103	111	141	116	96	203
CORO1A:ENSG00000102879	6	10	7	9	10	10	7	17
MAPK3:ENSG00000102882	177	183	146	188	144	144	79	135
GDPD3:ENSG00000102886	26	26	16	19	21	13	9	15
ELMO3:ENSG00000102890	111	145	69	80	86	73	60	118
MT4:ENSG00000102891	0	0	0	0	0	0	0	0
PHKB:ENSG00000102893	914	877	598	785	921	758	621	1261
LYRM1:ENSG00000102897	472	461	428	536	705	521	541	968
NUTF2:ENSG00000102898	973	964	839	1071	1149	932	1078	1854
NUP93:ENSG00000102900	782	851	533	738	845	749	815	1390
CENPT:ENSG00000102901	402	406	250	349	380	343	281	550
TSNAXIP1:ENSG00000102904	18	10	7	8	13	7	1	15
NFAT5:ENSG00000102908	4289	4305	3743	4659	7786	6761	5849	7973
LONP2:ENSG00000102910	952	933	616	805	1126	871	722	1349
N4BP1:ENSG00000102921	560	527	280	369	417	364	322	541
CBLN1:ENSG00000102924	2	2	0	1	4	2	1	4
ARL2BP:ENSG00000102931	1294	1312	965	1131	1256	1095	1455	2298
PLLP:ENSG00000102934	35	30	19	26	39	23	29	55
ZNF423:ENSG00000102935	0	1	0	0	0	0	0	0
CCL22:ENSG00000102962	1	2	6	1	4	4	0	3
DHODH:ENSG00000102967	162	154	115	140	176	180	157	348
CCL17:ENSG00000102970	0	0	1	0	0	0	1	0
CTCF:ENSG00000102974	1376	1316	1008	1404	1363	1188	1126	1852
ACD:ENSG00000102977	270	320	220	269	304	232	223	370
POLR2C:ENSG00000102978	1552	1644	1613	2109	2603	2225	2412	3993
PARD6A:ENSG00000102981	38	38	32	35	25	18	15	41
ZNF821:ENSG00000102984	79	68	39	42	53	54	48	78
MMP15:ENSG00000102996	223	213	215	271	288	269	225	409
USB1:ENSG00000103005	337	360	297	338	398	316	261	417
CYB5B:ENSG00000103018	3805	3561	3321	4324	5142	4283	5166	8370
CCDC113:ENSG00000103021	241	227	147	186	197	155	137	287
PRSS54:ENSG00000103023	1	0	0	0	0	0	0	0
NME3:ENSG00000103024	94	117	69	85	78	57	50	86
NDRG4:ENSG00000103034	47	52	34	48	43	30	16	43
PSMD7:ENSG00000103035	2773	2566	2265	2830	3123	2595	2962	5275
SETD6:ENSG00000103037	331	321	209	289	373	350	272	560
SLC38A7:ENSG00000103042	1331	1370	944	1269	1676	1407	1484	2513
VAC14:ENSG00000103043	819	934	584	793	855	704	930	1553
HAS3:ENSG00000103044	195	197	580	782	910	749	474	942
TANGO6:ENSG00000103047	109	132	76	94	110	86	131	182
COG4:ENSG00000103051	1306	1289	866	1242	1493	1253	1280	2242
SMPD3:ENSG00000103056	54	42	43	69	105	91	97	183
SLC7A6OS:ENSG00000103061	756	730	521	614	823	688	626	1232
SLC7A6:ENSG00000103064	3384	3296	2480	3354	4585	4002	4316	7592
PLA2G15:ENSG00000103066	422	474	538	785	1100	939	900	1629
ESRP2:ENSG00000103067	940	955	485	711	731	651	436	837
FA2H:ENSG00000103089	268	327	224	308	274	224	188	340
WDR59:ENSG00000103091	644	712	450	615	593	533	477	825
MON1B:ENSG00000103111	1151	1286	1238	1607	1708	1497	1305	2203
CMC2:ENSG00000103121	458	416	513	629	775	677	787	1355
AXIN1:ENSG00000103126	803	798	718	911	1004	879	1061	1671
HCFC1R1:ENSG00000103145	135	114	87	119	103	92	91	196
NPRL3:ENSG00000103148	460	482	280	392	438	360	334	572
MLYCD:ENSG00000103150	238	217	173	273	274	225	148	317
MPG:ENSG00000103152	263	273	195	222	235	172	137	224
NECAB2:ENSG00000103154	38	46	57	85	107	71	142	279
HSDL1:ENSG00000103160	430	446	290	350	309	289	268	485
TAF1C:ENSG00000103168	1569	1627	989	1347	2003	1694	1501	2819
NAGPA:ENSG00000103174	78	88	53	61	52	46	37	69
WFDC1:ENSG00000103175	1	2	0	0	1	0	1	2
SEC14L5:ENSG00000103184	12	6	12	13	8	19	4	14
COTL1:ENSG00000103187	9470	9831	8555	11471	12328	10775	11777	20117
USP10:ENSG00000103194	2189	2286	1860	2531	3173	2912	3245	5398
CRISPLD2:ENSG00000103196	162	165	453	591	933	735	599	1128
TSC2:ENSG00000103197	1255	1285	822	1157	1256	1060	927	1569
ZNF500:ENSG00000103199	74	80	28	53	56	46	40	76
AC069335.1:ENSG00000103200	0	0	0	0	0	0	0	0
NME4:ENSG00000103202	178	178	92	165	138	131	100	205
ABCC1:ENSG00000103222	1243	1334	844	1231	1519	1337	1022	1763
NOMO3:ENSG00000103226	1084	1225	850	1073	1542	1459	1124	1988
LMF1:ENSG00000103227	25	38	28	32	29	25	19	37
FOXF1:ENSG00000103241	3	1	1	1	0	1	1	1
CIAO3:ENSG00000103245	368	364	204	278	319	239	249	509
MTHFSD:ENSG00000103248	393	382	207	285	398	366	342	585
CLCN7:ENSG00000103249	3066	3229	2081	3072	3882	3594	3087	5741
HAGHL:ENSG00000103253	159	132	93	99	144	139	126	241
ANTKMT:ENSG00000103254	66	61	29	26	47	46	32	48
SLC7A5:ENSG00000103257	10729	11910	11168	15232	16705	14759	13898	23703
METRN:ENSG00000103260	128	115	68	84	74	95	73	117
FBXO31:ENSG00000103264	406	391	290	334	526	463	488	1010
STUB1:ENSG00000103266	886	944	666	807	812	761	636	1164
RHBDL1:ENSG00000103269	47	33	15	20	43	39	29	75
NUBP1:ENSG00000103274	285	261	222	292	319	273	310	448
UBE2I:ENSG00000103275	1714	1634	1632	1965	2454	2051	2182	3898
ZP2:ENSG00000103310	0	0	0	0	0	0	0	1
MEFV:ENSG00000103313	2	0	0	0	3	1	0	3
CRYM:ENSG00000103316	2	1	1	1	1	0	2	1
EEF2K:ENSG00000103319	131	151	79	106	116	104	101	197
CAPN15:ENSG00000103326	947	1056	532	738	1113	1094	1132	1951
PIEZO1:ENSG00000103335	5907	6211	3966	5517	7640	6739	6595	11444
GSPT1:ENSG00000103342	4037	3968	3534	4435	5773	5129	5970	9793
ZNF174:ENSG00000103343	91	86	56	48	73	78	83	137
CLUAP1:ENSG00000103351	495	521	262	310	271	205	162	322
UBFD1:ENSG00000103353	1859	1934	1570	1995	2398	2082	2356	3550
PRSS33:ENSG00000103355	1	0	0	1	1	0	0	0
EARS2:ENSG00000103356	229	227	196	306	405	336	253	479
ELOB:ENSG00000103363	1236	1155	960	1314	1518	1288	1495	2505
GGA2:ENSG00000103365	1581	1472	1147	1444	1858	1523	1568	2685
AQP8:ENSG00000103375	0	0	0	0	0	1	0	1
CPPED1:ENSG00000103381	483	493	376	464	449	389	363	625
USP31:ENSG00000103404	279	295	202	221	331	300	348	590
HMOX2:ENSG00000103415	1104	1045	948	1337	1565	1307	1703	2911
DNAJA3:ENSG00000103423	1286	1413	832	1116	1375	1124	1313	2512
CORO7-PAM16:ENSG00000103426	0	0	0	0	0	0	0	17
BFAR:ENSG00000103429	1538	1502	1196	1555	1853	1611	1724	2777
SALL1:ENSG00000103449	0	0	0	0	0	0	0	0
TOX3:ENSG00000103460	17	9	6	8	7	8	3	9
RBL2:ENSG00000103479	523	616	348	437	460	446	315	576
QPRT:ENSG00000103485	0	0	0	0	0	0	0	0
XYLT1:ENSG00000103489	16	17	7	12	21	28	20	33
PYCARD:ENSG00000103490	18	33	20	25	19	10	7	17
RPGRIP1L:ENSG00000103494	218	226	183	215	245	246	217	418
MAZ:ENSG00000103495	1528	1502	1123	1480	1381	1151	1143	1846
STX4:ENSG00000103496	401	441	193	247	264	251	250	442
CDIPT:ENSG00000103502	1065	1091	860	1198	1311	1150	1199	1991
BCKDK:ENSG00000103507	333	382	224	302	313	245	258	388
KAT8:ENSG00000103510	433	451	294	458	489	428	458	744
NOMO1:ENSG00000103512	2118	2172	1443	2156	2777	2533	2206	4078
IL21R:ENSG00000103522	7	5	6	8	4	7	3	2
SYT17:ENSG00000103528	91	110	41	76	47	50	40	59
TMC5:ENSG00000103534	917	891	789	1027	1221	1035	919	1650
CCP110:ENSG00000103540	663	606	443	500	720	556	451	807
VPS35L:ENSG00000103544	429	414	300	417	461	399	344	625
SLC6A2:ENSG00000103546	1	0	2	7	2	0	1	1
RNF40:ENSG00000103549	3377	3649	2754	3766	4680	4127	4425	7249
KNOP1:ENSG00000103550	343	343	198	248	347	276	335	551
AQP9:ENSG00000103569	0	0	0	0	0	0	0	0
AAGAB:ENSG00000103591	2595	2461	2177	2705	3170	2517	2931	4772
IQCH:ENSG00000103599	189	157	135	177	221	162	195	357
LACTB:ENSG00000103642	311	276	162	215	300	270	267	501
CORO2B:ENSG00000103647	13	27	21	19	51	38	50	68
CSK:ENSG00000103653	298	318	250	351	296	247	269	446
HERC1:ENSG00000103657	2469	2572	1805	2530	2935	2636	2441	4077
TRIP4:ENSG00000103671	692	700	593	681	893	675	742	1427
MTFMT:ENSG00000103707	225	224	136	176	227	208	174	307
RASL12:ENSG00000103710	1	0	6	2	7	8	8	18
AP3B2:ENSG00000103723	68	69	83	125	223	164	206	294
ACSBG1:ENSG00000103740	1	3	6	3	7	2	1	4
IGDCC4:ENSG00000103742	6	1	3	3	8	4	5	4
RAB11A:ENSG00000103769	1622	1540	1277	1593	1661	1394	1384	2249
CTSH:ENSG00000103811	112	120	63	81	75	58	38	81
GOLGA8UP:ENSG00000103832	0	0	0	1	2	0	0	0
TTC23:ENSG00000103852	227	189	134	171	217	171	169	297
CD276:ENSG00000103855	224	246	181	225	214	204	170	248
FAH:ENSG00000103876	78	100	70	69	82	73	38	92
CEMIP:ENSG00000103888	11	4	14	13	26	19	26	41
RPAP1:ENSG00000103932	489	504	293	404	568	495	597	1035
HOMER2:ENSG00000103942	98	126	53	90	132	109	106	181
EHD4:ENSG00000103966	592	637	646	853	938	778	613	1125
TMEM87A:ENSG00000103978	5356	5153	4826	6183	7951	7340	7712	13392
ZNF106:ENSG00000103994	1187	1220	839	1117	1323	1209	1060	1776
CEP152:ENSG00000103995	794	808	660	713	789	673	422	718
ATP8B4:ENSG00000104043	0	0	0	1	0	0	0	0
OCA2:ENSG00000104044	0	1	0	1	1	0	0	3
DTWD1:ENSG00000104047	282	280	160	204	269	239	221	409
TGM5:ENSG00000104055	0	0	0	0	0	0	0	0
FAM189A1:ENSG00000104059	0	0	0	0	0	0	0	0
GABPB1:ENSG00000104064	439	412	358	475	545	525	556	804
TJP1:ENSG00000104067	11840	11805	9741	13116	16720	14062	13476	22247
BMF:ENSG00000104081	1316	1110	269	445	356	283	252	452
DMXL2:ENSG00000104093	5178	5229	3356	4257	4598	4012	3020	4935
SCG3:ENSG00000104112	0	0	2	0	0	0	0	0
DNAJC17:ENSG00000104129	43	36	23	30	44	32	27	51
EIF3J:ENSG00000104131	4975	4713	5172	6169	8640	7125	7931	14196
SPG11:ENSG00000104133	6026	6096	4947	6630	8360	6717	7154	12341
RHOV:ENSG00000104140	82	90	119	157	146	114	124	182
VPS18:ENSG00000104142	642	709	424	544	768	647	582	1051
OIP5:ENSG00000104147	40	44	33	53	29	32	18	27
SLC30A4:ENSG00000104154	13	21	8	19	13	30	21	32
BLOC1S6:ENSG00000104164	784	719	611	818	1004	894	893	1551
MYEF2:ENSG00000104177	166	164	137	138	225	225	154	276
SGK3:ENSG00000104205	119	90	121	177	214	152	140	288
PDGFRL:ENSG00000104213	2	2	0	1	0	4	1	1
CSPP1:ENSG00000104218	724	631	579	698	983	918	853	1531
ZDHHC2:ENSG00000104219	121	128	100	132	141	135	128	238
BRF2:ENSG00000104221	530	598	365	504	623	522	657	1047
TRIM35:ENSG00000104228	165	192	108	128	146	165	140	245
ZFAND1:ENSG00000104231	1642	1518	1314	1601	1819	1555	1638	2890
RP1:ENSG00000104237	9	6	2	11	7	3	5	18
CA2:ENSG00000104267	5	2	2	5	2	2	5	4
FZD3:ENSG00000104290	115	121	77	96	94	75	72	108
INTS9:ENSG00000104299	175	172	114	161	203	179	167	322
RIPK2:ENSG00000104312	510	475	254	374	495	414	372	589
EYA1:ENSG00000104313	93	88	66	90	83	77	79	110
NBN:ENSG00000104320	1948	1963	1389	1533	1806	1668	1585	2690
TRPA1:ENSG00000104321	0	0	0	0	0	0	0	0
CPQ:ENSG00000104324	35	26	21	20	25	21	10	31
DECR1:ENSG00000104325	193	182	137	188	182	142	133	235
CALB1:ENSG00000104327	0	0	0	0	1	1	0	0
IMPAD1:ENSG00000104331	1920	1885	1557	2096	2492	2343	2449	4232
SFRP1:ENSG00000104332	140	160	161	192	250	190	189	357
LAPTM4B:ENSG00000104341	350	360	331	406	502	449	478	771
UBE2W:ENSG00000104343	970	947	790	998	1319	1129	1080	1846
POP1:ENSG00000104356	453	493	311	430	658	540	678	1068
NIPAL2:ENSG00000104361	2	1	3	1	2	1	1	3
IKBKB:ENSG00000104365	398	366	270	311	434	397	274	620
PLAT:ENSG00000104368	0	3	0	0	1	0	1	1
JPH1:ENSG00000104369	253	189	179	212	197	203	193	297
DKK4:ENSG00000104371	0	0	1	0	0	0	1	0
STK3:ENSG00000104375	901	784	937	1066	1226	944	1022	1724
GDAP1:ENSG00000104381	755	690	538	595	864	715	830	1453
RAB2A:ENSG00000104388	3139	3050	2624	3378	4183	3706	4065	6879
EIF3E:ENSG00000104408	2062	1968	1715	2006	2407	2076	2250	3812
EMC2:ENSG00000104412	557	546	480	564	588	553	576	1041
ESRP1:ENSG00000104413	6302	6432	5160	6522	5832	5232	4726	7528
CCN4:ENSG00000104415	0	0	0	0	1	0	1	0
NDRG1:ENSG00000104419	1875	1568	2221	3151	4023	3239	3084	5515
ZC2HC1A:ENSG00000104427	175	158	160	178	218	195	189	319
IL7:ENSG00000104432	16	24	13	31	14	6	9	16
STMN2:ENSG00000104435	0	0	0	0	0	0	0	0
ARMC1:ENSG00000104442	957	949	762	971	1099	917	833	1517
TRPS1:ENSG00000104447	136	132	85	110	97	92	96	151
SPAG1:ENSG00000104450	816	766	826	1053	1387	1246	1342	2369
CHRAC1:ENSG00000104472	647	590	556	675	712	605	655	1086
NCALD:ENSG00000104490	2	0	1	0	0	0	0	1
SNX16:ENSG00000104497	248	238	236	344	410	377	403	675
GML:ENSG00000104499	0	0	0	0	0	0	0	0
UBR5:ENSG00000104517	8328	7877	5629	7483	10138	9013	9258	15031
GSDMD:ENSG00000104518	519	506	297	344	239	235	114	269
TSTA3:ENSG00000104522	961	921	800	1103	1414	1196	1372	2289
PYCR3:ENSG00000104524	265	268	195	245	297	238	266	513
EEF1D:ENSG00000104529	9051	8598	6052	7576	10911	9036	7159	14345
ANXA13:ENSG00000104537	0	0	0	0	1	0	0	0
SQLE:ENSG00000104549	716	769	673	819	1184	1044	1044	1780
SH2D4A:ENSG00000104611	1213	1167	824	1159	1200	968	921	1716
INTS10:ENSG00000104613	557	472	356	400	453	400	472	876
ERI1:ENSG00000104626	340	315	313	361	366	380	425	652
SLC39A14:ENSG00000104635	2295	2448	2025	2808	3807	3287	3505	5523
MTMR9:ENSG00000104643	202	225	135	164	239	190	152	300
LEPROTL1:ENSG00000104660	379	434	330	401	504	478	441	744
DCTN6:ENSG00000104671	334	365	311	410	509	446	479	805
R3HCC1:ENSG00000104679	416	422	279	371	407	351	321	579
GSR:ENSG00000104687	349	322	303	387	288	282	220	344
TNFRSF10A:ENSG00000104689	420	461	490	586	828	688	654	1096
UBXN8:ENSG00000104691	14	22	16	21	25	23	13	28
PPP2CB:ENSG00000104695	1023	1022	1028	1198	1491	1334	1546	2557
ERICH1:ENSG00000104714	142	154	152	184	228	172	193	316
NEFM:ENSG00000104722	0	0	0	0	1	0	0	0
TUSC3:ENSG00000104723	361	379	297	379	538	437	467	772
ARHGEF10:ENSG00000104728	549	525	398	486	663	624	646	1088
KLHDC4:ENSG00000104731	463	476	304	366	661	540	421	860
MCM4:ENSG00000104738	2098	1945	2050	2437	2253	1910	1649	2914
ADAM2:ENSG00000104755	0	0	0	0	0	0	0	0
KCTD9:ENSG00000104756	306	280	315	326	412	363	273	447
FGL1:ENSG00000104760	0	0	0	0	0	0	0	0
ASAH1:ENSG00000104763	717	676	564	681	776	694	525	954
BNIP3L:ENSG00000104765	899	890	684	932	881	748	679	1134
MAN2B1:ENSG00000104774	136	151	87	123	163	140	109	165
KCNN4:ENSG00000104783	149	172	104	112	109	114	66	160
TULP2:ENSG00000104804	0	0	0	0	0	0	0	0
NUCB1:ENSG00000104805	785	821	526	803	753	673	475	915
DHDH:ENSG00000104808	11	12	12	11	23	16	12	26
GYS1:ENSG00000104812	909	933	502	766	938	754	623	1066
MAP4K1:ENSG00000104814	3	4	2	4	10	9	1	6
CGB2:ENSG00000104818	20	28	3	18	22	6	9	18
ECH1:ENSG00000104823	1119	1054	827	1179	1163	1019	993	1769
HNRNPL:ENSG00000104824	5124	5343	4154	5496	6255	5447	5458	8946
NFKBIB:ENSG00000104825	1670	1557	1272	1661	2154	1893	2097	3762
LHB:ENSG00000104826	27	43	14	17	14	20	8	17
CGB3:ENSG00000104827	11	11	3	7	12	3	2	3
TUBB4A:ENSG00000104833	0	0	0	0	0	0	0	0
SARS2:ENSG00000104835	92	97	60	90	81	75	69	122
KCNA7:ENSG00000104848	0	0	1	0	0	0	2	0
SNRNP70:ENSG00000104852	2164	1980	1376	1794	2473	2339	2038	3811
CLPTM1:ENSG00000104853	1437	1672	1140	1596	2001	1823	1873	3055
RELB:ENSG00000104856	1912	2129	1419	1842	2486	2168	2150	3582
CLASRP:ENSG00000104859	880	924	704	1040	1261	1093	1101	2068
LIN7B:ENSG00000104863	35	25	21	24	20	26	17	28
PPP1R37:ENSG00000104866	642	689	411	486	706	627	702	1175
FCGRT:ENSG00000104870	50	45	34	48	56	42	31	63
PIH1D1:ENSG00000104872	777	790	500	679	826	695	765	1330
CKM:ENSG00000104879	1	2	1	0	7	2	4	6
ARHGEF18:ENSG00000104880	541	586	445	619	663	583	478	796
PPP1R13L:ENSG00000104881	745	800	636	869	989	892	913	1475
PEX11G:ENSG00000104883	21	24	24	26	20	26	21	31
ERCC2:ENSG00000104884	153	190	93	175	167	177	129	182
DOT1L:ENSG00000104885	1375	1510	1583	2138	2852	2544	2948	4861
PLEKHJ1:ENSG00000104886	624	651	481	586	680	604	651	1096
SLC17A7:ENSG00000104888	3	2	3	7	8	4	12	21
RNASEH2A:ENSG00000104889	172	159	132	185	126	136	84	138
KLC3:ENSG00000104892	34	20	15	33	41	32	26	39
CD37:ENSG00000104894	0	0	0	0	0	0	0	0
SF3A2:ENSG00000104897	1015	1039	796	1017	1197	1002	1129	1856
AMH:ENSG00000104899	301	303	253	263	440	433	390	740
DKKL1:ENSG00000104901	0	4	3	2	4	4	0	4
LYL1:ENSG00000104903	5	9	4	6	5	2	1	8
OAZ1:ENSG00000104904	9293	9423	9580	11696	13174	11360	12582	20731
TRMT1:ENSG00000104907	793	795	530	797	1119	998	1149	2149
STX10:ENSG00000104915	104	117	127	164	150	134	67	145
RETN:ENSG00000104918	0	0	0	0	0	0	0	0
FCER2:ENSG00000104921	0	0	0	1	0	0	0	0
DMPK:ENSG00000104936	1159	1227	917	1216	1526	1408	1305	2091
CLEC4M:ENSG00000104938	0	0	0	0	0	1	0	0
RSPH6A:ENSG00000104941	9	9	6	9	14	15	24	31
TBC1D17:ENSG00000104946	483	465	277	392	399	372	352	597
IL4I1:ENSG00000104951	1	1	2	1	0	1	0	3
TLE6:ENSG00000104953	2	2	1	0	3	4	2	6
CCDC130:ENSG00000104957	316	300	220	311	445	354	371	643
PTOV1:ENSG00000104960	427	482	283	393	389	334	199	378
TLE5:ENSG00000104964	1014	967	753	1046	946	839	797	1307
NOVA2:ENSG00000104967	0	0	0	0	0	0	0	0
SGTA:ENSG00000104969	2303	2466	2207	2836	3247	2939	3262	5364
KIR3DX1:ENSG00000104970	0	0	0	0	0	0	0	0
LILRB1:ENSG00000104972	0	0	0	0	0	0	0	0
MED25:ENSG00000104973	280	271	149	187	213	186	147	244
LILRA1:ENSG00000104974	0	0	0	0	0	0	0	0
SNAPC2:ENSG00000104976	82	81	132	194	290	231	285	449
C19orf53:ENSG00000104979	193	196	171	227	261	198	240	429
TIMM44:ENSG00000104980	845	891	693	937	983	838	932	1683
CCDC61:ENSG00000104983	28	29	12	14	24	9	10	29
IL27RA:ENSG00000104998	49	67	37	64	77	64	45	82
ASF1B:ENSG00000105011	375	350	437	619	485	347	320	503
